name,dynasty,description
元友让,[唐] ? ~ ?,767—?号浯溪山客，汝州鲁山(今河南鲁山)人，郡望河南(今河南洛阳)。元结季子。宪宗元和中任宝鼎尉。十三年(818)摄道州长史，路出永州祁阳浯溪，以资请祁阳令豆卢氏修复其父旧居。敬宗宝历元年(825)闲居浯溪。事迹见韦词《修浯溪记》、《金石萃编》卷一〇八。《全唐诗》存诗1首。
萧华,[唐] ? ~ ?,唐人，祖籍南兰陵。萧嵩子。玄宗天宝末为兵部侍郎。安禄山乱，陷于叛军，伪署魏州刺史。郭子仪攻安庆绪于相州，华欲以魏为应，事泄被执。崔光远收魏州，破械出华。朝廷正授华为魏州刺史。后归京，仍以任伪官贬为试秘书少监。历尚书右丞、河中尹、河中晋、绛节度使，肃宗上元初迁中书侍郎、同中书门下平章事、集贤殿崇文馆大学士，监修国史。宦官李辅国用事，求为宰相，华拒之，遂结怨。后辅国以矫诏罢为礼部尚书，贬峡州司马卒。
赵居贞,[唐] ? ~ ?,唐定州鼓城人。赵冬曦弟。玄宗先天二年进士。天宝中，屡官比部郎中。九载，自扬州长史迁吴郡太守兼江南道采访处置使。十一载，改北海郡太守。
贾邕,[唐] ? ~ ?,生卒年不详。玄宗天宝九载(750)进士及第。萧颖士客濮阳时，邕从而受业。颖士赴东府，门人送行者12人，邕赋《送萧颖士赴东府得路字》诗送之。事迹散见萧颖士《江有归舟诗序》、《唐诗纪事》卷二七。《全唐诗》存诗1首。
苗晋卿,[唐] 675年 ~ 765年,唐潞州壶关人，字元辅。第进士。累迁中书舍人，知吏部选事。贬安康太守，徙魏郡，充河北采访使，徙扶风郡，封高平县男，迁东都留守致仕。玄宗入蜀，肃宗召赴行在，拜左相。平京师，封韩国公。代宗时吐蕃犯京师，胁之而闭口不言，帝还，拜太保。卒谥文贞。
崔敏童,[唐] ? ~ ?,生卒年不详。博州(今山东聊城)人。驸马都尉崔惠童昆弟。仕历无考。事迹略见《唐诗纪事》卷二五。《全唐诗》存诗1首。
宋华金,[清] ? ~ ?,宋华金，字西羾，商丘人。康熙辛丑进士，授吏部主事，历官襄阳知府。有《青立轩诗集》。
崔惠童,[唐] ? ~ ?,生卒年不详。博州(今山东聊城)人。崔庭玉之子，尚玄宗女晋国公主，为驸马都尉。在长安城东有庄园，常于此宴饮宾客。事迹散见《新唐书·宰相世系表二下》、《新唐书·诸帝公主传》、《唐诗纪事》卷二五。《全唐诗》存诗1首。
邹象先,[唐] ? ~ ?,生卒年不详。南阳新野(今河南新野)人。玄宗开元二十三年(735)进士及第，授临涣尉。与萧颖士为同年生，颖士自京邑无成东归，象先作诗赠之。来年，颖士任秘书省正字，象先又作《寄萧颖士补正字》。事迹散见于《元和姓纂》卷五、《唐诗纪事》卷二二。《全唐诗》存诗1首。
沈东美,[唐] ? ~ ?,唐相州内黄人。沈佺期子。玄宗天宝中，自府掾迁膳部员外郎，与杜甫善。转司勋员外郎。后历官给事中、夏州都督。
息夫牧,[唐] ? ~ ?,生卒年不详。萧颖士门人。事迹略见《唐诗纪事》卷二〇。《全唐诗》存诗1首。
田澄,[唐] ? ~ ?,生卒年不详。澄一作登。玄宗天宝十三载(754)以起居舍人兼献纳使，知匦事，杜甫欲奏《封西岳赋》，作《赠献纳使起居田舍人》，冀其代为献赋。肃宗时尝奉使入蜀，有《成都为客作》诗。事迹见《唐诗纪事》卷二九。《全唐诗》存诗1首。
韦济,[唐] ? ~ ?,唐郑州阳武人，祖籍雍州杜陵。韦恒弟。玄宗开元时，调鄄城令。诏问安民之道，对者二百人，济居第一，擢醴泉令，四迁至户部侍郎，出为太原尹，所至有治称。天宝中，累授尚书左丞。官终冯翊太守。
郑虔,[唐] 705年 ~ 764年,唐郑州荥阳人，字弱齐。玄宗天宝初为协律郎，后为广文馆博士。与李白、杜甫等友善。工诗，善绘山水，好作书。在官贫约，常苦无纸，于慈恩寺贮柿叶数屋，日取叶作纸。尝自书其诗并画以献，帝题曰：“郑虔三绝。”又长于地理之学，为《天宝军防录》，言典事赅。诸儒服其善著书，时号郑广文。安禄山陷长安，授虔水部郎中，事平，贬台州司户参军，未几，卒。
滕珦,[唐] ? ~ ?,唐婺州人。登进士第。宪宗元和中，为太学博士。累官茂王傅。文宗大和三年，以右庶子致仕，归婺州，白居易、刘禹锡、顾非熊等为诗送之。
苏轼,[宋] 1037年 ~ 1101年,北宋文学家、书画家，唐宋八大家之一，眉州眉山（今属四川）人，字子瞻，一字和仲，号东坡居士。苏老泉长子，苏颍滨兄。与父、弟合称“三苏”，故又称“大苏”。宋仁宗嘉祐二年（1057年）进士。嘉祐六年（1061年），再中制科，授签书凤翔府节度判官厅事。宋英宗治平二年（1065年），召除判登闻鼓院，寻试馆职，除直史馆。治平三年，父卒，护丧归蜀。宋神宗熙宁二年（1069年），服除，除判官告院兼判尚书祠部，权开封府推官。熙宁四年（1070年），上书论王介甫新法之不便，出为杭州通判。徙知密、徐二州。元丰二年（1079年），移知湖州，因诗托讽，逮赴台狱，史称“乌台诗案”。狱罢，贬黄州团练副使，本州安置。元丰四年（1081年），移汝州团练副使。元丰八年（1085年）春，得请常州居住，十月起知登州。寻召除起居舍人。宋哲宗元祐元年（1086年）迁中书舍人，改翰林学士兼侍读。元祐四年（1089年），以龙图阁学士知杭州。会大旱，饥疾并作，东坡请免上供米，又减价粜常平米，存活甚众。杭近海，民患地泉咸苦，东坡倡浚河通漕，又沿西湖东西三十里修长堤，民德之。元祐六年（1091年），除翰林学士承旨，寻因谗出知颍州，徙扬州。后以端明殿学士、翰林侍读学士出知定州。绍圣元年（1094年），贬惠州。绍圣四年（1097年），再贬儋州。累贬琼州别驾，居昌化。宋徽宗即位，元符三年（1100年）赦还，提举玉局观，复朝奉郎。建中靖国元年（1101年），卒于常州，年六十四（按：东坡生于宋仁宗景祐三年十二月十九日，时已入1037年）。宋孝宗时谥文忠。东坡于文学艺术堪称全才。其文汪洋恣肆，清新畅达，与欧阳文忠并称“欧苏”，为唐宋八大家之一；为诗清新豪健，善用夸张比喻，独具风格，与黄山谷并称“苏黄”；作词开豪放一派，变词体绮靡之风，下启南宋，与辛稼轩并称“苏辛”；工书，擅行、楷，能自创新意，用笔丰腴跌宕，有天真烂漫之趣，与黄山谷、米元章、蔡君谟并称宋四家；画学文与可，喜作枯木怪石，论画主张神似。有《东坡集》四十卷、《东坡后集》二十卷、《和陶诗》四卷、《东坡七集》、《东坡志林》、《东坡乐府》、《仇池笔记》《论语说》等。《全宋诗》东坡诗，卷一至卷四六，以清道光刊王文诰《苏文忠公诗编注集成》为底本，卷四七、卷四八，以清干隆刊冯踵息《苏文忠诗合注》为底本。校以宋刊半叶十行本《东坡集》《东坡后集》（残，简称集甲）、宋刊半叶十二行本《东坡集》《东坡后集》（残，简称集乙，集甲、集乙合称集本）、宋眉山刊《苏文忠公文集》（残，简称集丙）、宋黄州刊《东坡先生后集》（残，简称集丁），宋刊《东坡先生和陶渊明诗》（简称集戊）、宋刊《集注东坡先生诗前集》（残，简称集注）、宋嘉泰刊施德初、顾景繁《注东坡先生诗》（残，简称施甲）、宋景定补刊施、顾《注东坡先生诗》（残，简称施乙，施甲、施乙合称施本）、宋黄善夫家塾刊《王状元集百家注分类东坡先生诗》（简称类甲）、宋泉州刊《王状元集百家注分类东坡先生诗》（残，简称类乙）、元务本书堂刊《增刊校正王状元集注分类东坡先生诗》（简称类丙，类甲、类乙、类丙，合称类本）、明成化刊《东坡七集》（简称七集）、明万历刊《重编东坡先生外集》（简称外集）、清查初白《补注东坡编年诗》（简称查注）、清冯踵息《苏文忠诗合注》（简称合注）。参校资料一为金石碑帖和著录金石诗文的专著的有关部分；一为清人、近人的苏诗校勘批语，其中有何义门焯所校清康熙刊《施注苏诗》（简称何校），卢檠斋、纪晓岚所校清干隆刊查注（分别简称卢校、纪校），章茗簃所校缪艺术风覆明成化《东坡七集》（简称章校）。卷四八所收诗篇除《重编东坡先生外集》外，还分别采自《春渚纪闻》、《侯鲭录》等书，亦据所采各书及有关资料进行校勘。新辑集外诗，编为第四九卷。生平见《宋史·卷三百三十八·苏轼传》。
袁邕,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗广德元年(763)在宣州，与袁傪等唱和。其后行迹无考。事迹散见独孤及《贺袁傪破贼表》、袁傪《东峰亭同刘太真各赋一物得垂涧藤》等。《全唐诗》存诗1首。
敬括,[唐] ? ~ 771年,唐河中河东人，字叔弓。进士及第，迁殿中侍御史。玄宗天宝末，宰相杨国忠专政，括不附之，外除果州刺史。后累迁给事中、兵部侍郎、大理卿。代宗大历初，为同州刺史。岁余，入为御史大夫。志尚简淡，不以私害公，为士人所称。
房白,[唐] ? ~ ?,见房由。
崔季卿,[唐] ? ~ ?,生卒年不详。恒州井陉(今河北井陉)人。大历诗人崔峒之从孙，约宪宗至文宗时人，曾游洞庭。事迹见《唐诗纪事》卷四八。《全唐诗》存诗1首。
高傪,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗广德元年(763)在宣州，与袁傪等唱和。其后行迹无考。事迹散见独孤及《贺袁傪破贼表》，袁傪《东峰亭同刘太真各赋一物得垂涧藤》等。《全唐诗》存诗1首。
于尹躬,[唐] ? ~ ?,唐京兆长安人。于邵子。代宗大历中进士。宪宗元和六年为中书舍人，知礼部贡举。坐弟于皋谟事，贬洋州刺史。
李子卿,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历中曾应进士试。事迹见《文苑英华》卷一八二省试州府试诗。《全唐诗》存诗1首。《全唐诗续拾》补收2首。
王损之,[唐] ? ~ ?,生卒年、籍贯皆不详。《全唐诗》云为贞元十四年(798)进士，存诗1首。
严休复,[唐] ? ~ 835?,唐吴郡人，字玄锡。宪宗元和初为拾遗。四年，转补阙。累官吏部郎中、杭州刺史、给事中。文宗大和四年，自华州刺史，入为右散骑常侍。七年，出为河南尹。寻充平卢军节度使，卒。能诗，与白居易、元稹友善。
繁知一,[唐] ? ~ ?,生卒年不详。秭归(今属湖北)人。宪宗元和十五年(820)，白居易解忠州刺史，将经三峡返京，繁知一预作《书巫山神女祠》诗：“忠州刺史今才子，行到巫山必有诗。为报高唐神女道，速排云雨候清词。”白居易见诗，召与同游，而卒不赋诗。《全唐诗》即存此一诗。事迹见《云溪友议》卷上、《唐诗纪事》卷五。
李谅,[唐] ? ~ 833年,唐苏州人，郡望陇西，字复言。德宗贞元中进士。顺宗永贞中，王叔文荐为度支盐铁巡官。宪宗元和二年，以交游猥杂，自左拾遗贬澄城令，转彭城令。历仓部、度支郎中。出为泗州刺史，未赴，改寿州。又历苏、汝二州刺史。文宗大和三年，自大理卿迁京兆尹。出为桂管观察使，迁岭南节度使。能诗，在苏州任与元稹、白居易多有酬和。
张彤,[唐] ? ~ ?,生平不详，穆宗长庆时人。《全唐诗》存诗1首，出自《文苑英华》卷三二六。
韦式,[唐] ? ~ ?,生卒年不详。京兆杜陵(今陕西长安县东北)人。韦应物三世孙，韦庄伯父。曾官郎中。文宗大和三年(829)，白居易以太子宾客分司东都，韦式赋一字至七字诗《竹》相送。《全唐诗》存此诗。生平事迹见《新唐书·宰相世系表四上》、《唐诗纪事》卷三九及卞孝萱《元稹年谱》大和三年《辨證》。
张浑,[唐] 772年 ~ 845后年,唐清河东武城人。累官至永州刺史。晚年致仕居洛阳。武宗会昌五年三月，与吉皎、胡杲等，于白居易履道私第共为七老会，各作诗咏之。其年夏，又合二人为九老会。时人慕之，为绘《九老图》。
郑据,[唐] ? ~ ?,762—845以后郡望荥阳(今属河南)。曾任右龙武军长史。晚年居洛阳。武宗会昌五年(845)三月，与吉皎、胡杲、刘真、卢真、张浑于白居易履道私第为“七老会”，作《七老会诗》。同年夏，又合李元爽、僧如满为九老会。人慕之，绘为“九老图”。生平事迹见白居易《七老会诗序》及《唐诗纪事》卷四九。《全唐诗》存诗1首。
卢真,[唐] 764年 ~ 845后年,唐幽州范阳人，字子蒙，排行十九。宪宗元和九年，以大理评事为剑南西川节度从事。累官侍御史。晚年退居洛阳，与白居易、刘禹锡为诗友。武宗会昌五年，与白居易、吉皎等结为九老会。
刘真,[唐] ? ~ ?,764—845以后一作刘贞。郡望广平(今河北鸡泽东南)，曾任慈州刺史。晚年居洛阳，武宗会昌五年(845)三月，与吉皎、郑据、卢真、张浑于白居易履道私第为“七老会”，作《七老会诗》。其年夏，又合李元爽、僧如满为九老会。人慕之，绘为“九老图”。事迹散见白居易《七老会诗序》、《唐诗纪事》卷四九。《全唐诗》存诗1首。
胡杲,[唐] ? ~ ?,唐安定人。武宗会昌间为怀州司马。工诗，曾与白居易等为香山九老会。卒年八十九。
吉皎,[唐] 760年 ~ 845后年,唐同州冯翊人。宪宗元和年间任登封令。十五年，迁渭南令。后以卫尉卿致仕，居洛阳。武宗会昌五年春，与胡杲、郑据等于洛阳履道里白居易私第，结七老会，共赋诗以纪。其年夏，又增二人为九老会，时人慕之，为绘《九老图》。
李行敏,[唐] ? ~ ?,772—?赵郡(今河北赵县)人。左谏议大夫叔度子，与文宗、武宗朝宰相李德裕为再从兄弟，德宗贞元十二年(796)中博学宏词科。事迹据《唐摭言》卷四。《全唐诗》存诗1首。
樊宗师,[唐] ? ~ 823或824年,唐河中宝鼎人，一作南阳人，字绍述。樊泽子。始为国子主簿，元和三年擢军谋宏远科，授著作佐郎。历金部郎中，绵、绛二州刺史，有治迹。进谏议大夫，未拜卒。家饶于财，慷慨好施。为文奇涩，不袭前人，时号“涩体”。然亦有文从字顺之作。韩愈尝荐其材。有集。
陈师穆,[唐] ? ~ ?,生平不详。德宗贞元十一年(795)进士，见《登科记考》卷一四。《全唐诗》存诗1首。
高弁,[唐] ? ~ ?,一作乔弁。生卒年、籍贯不详。德宗贞元十二年(796)进士，见《登科记考》卷一四。《全唐诗》存诗1首。
